count_point_id,region_name,local_authority_name,road_name,road_type,latitude,longitude,hour,direction_of_travel,year,count_date,pedal_cycles,two_wheeled_motor_vehicles,cars_and_taxis,buses_and_coaches,lgvs
27302,North West,Sefton,A565,Major,53.45650629,-3.00671783,7,E,2005,2005-05-03,9,24,2159,12,313
27302,North West,Sefton,A565,Major,53.45650629,-3.00671783,8,E,2005,2005-05-03,15,17,2616,10,183
27302,North West,Sefton,A565,Major,53.45650629,-3.00671783,9,E,2005,2005-05-03,4,6,1785,18,355
27302,North West,Sefton,A565,Major,53.45650629,-3.00671783,10,E,2005,2005-05-03,1,7,970,13,165
27302,North West,Sefton,A565,Major,53.45650629,-3.00671783,11,E,2005,2005-05-03,0,6,816,18,186
27302,North West,Sefton,A565,Major,53.45650629,-3.00671783,12,E,2005,2005-05-03,2,4,836,10,175
27302,North West,Sefton,A565,Major,53.45650629,-3.00671783,13,E,2005,2005-05-03,2,6,993,11,199
27302,North West,Sefton,A565,Major,53.45650629,-3.00671783,14,E,2005,2005-05-03,2,9,860,9,195
27302,North West,Sefton,A565,Major,53.45650629,-3.00671783,15,E,2005,2005-05-03,1,6,892,18,168
27302,North West,Sefton,A565,Major,53.45650629,-3.00671783,16,E,2005,2005-05-03,0,13,1205,18,219
27302,North West,Sefton,A565,Major,53.45650629,-3.00671783,17,E,2005,2005-05-03,5,18,1209,17,112
27302,North West,Sefton,A565,Major,53.45650629,-3.00671783,18,E,2005,2005-05-03,2,4,1079,14,65
27890,North West,Sefton,A5036,Major,53.4709803,-2.9957613,7,E,2005,2005-05-13,6,4,507,16,119
27890,North West,Sefton,A5036,Major,53.4709803,-2.9957613,8,E,2005,2005-05-13,2,2,899,8,148
27890,North West,Sefton,A5036,Major,53.4709803,-2.9957613,9,E,2005,2005-05-13,8,6,371,9,121
27890,North West,Sefton,A5036,Major,53.4709803,-2.9957613,10,E,2005,2005-05-13,2,5,463,7,116
27890,North West,Sefton,A5036,Major,53.4709803,-2.9957613,11,E,2005,2005-05-13,1,6,602,13,118
27890,North West,Sefton,A5036,Major,53.4709803,-2.9957613,12,E,2005,2005-05-13,0,5,682,11,140
27890,North West,Sefton,A5036,Major,53.4709803,-2.9957613,13,E,2005,2005-05-13,3,5,657,13,137
27890,North West,Sefton,A5036,Major,53.4709803,-2.9957613,14,E,2005,2005-05-13,3,6,637,12,154
27890,North West,Sefton,A5036,Major,53.4709803,-2.9957613,15,E,2005,2005-05-13,2,7,843,20,155
27890,North West,Sefton,A5036,Major,53.4709803,-2.9957613,16,E,2005,2005-05-13,1,11,982,13,139
27890,North West,Sefton,A5036,Major,53.4709803,-2.9957613,17,E,2005,2005-05-13,6,9,986,7,93
27890,North West,Sefton,A5036,Major,53.4709803,-2.9957613,18,E,2005,2005-05-13,0,8,758,12,57
37345,North West,Sefton,A570,Major,53.63736439,-2.98455195,7,E,2005,2005-10-12,3,0,248,5,47
37345,North West,Sefton,A570,Major,53.63736439,-2.98455195,8,E,2005,2005-10-12,10,4,513,8,66
37345,North West,Sefton,A570,Major,53.63736439,-2.98455195,9,E,2005,2005-10-12,2,1,269,10,75
37345,North West,Sefton,A570,Major,53.63736439,-2.98455195,10,E,2005,2005-10-12,6,1,344,21,51
37345,North West,Sefton,A570,Major,53.63736439,-2.98455195,11,E,2005,2005-10-12,0,1,367,6,55
37345,North West,Sefton,A570,Major,53.63736439,-2.98455195,12,E,2005,2005-10-12,2,2,385,8,51
37345,North West,Sefton,A570,Major,53.63736439,-2.98455195,13,E,2005,2005-10-12,5,5,509,6,62
37345,North West,Sefton,A570,Major,53.63736439,-2.98455195,14,E,2005,2005-10-12,2,4,496,8,74
37345,North West,Sefton,A570,Major,53.63736439,-2.98455195,15,E,2005,2005-10-12,3,2,541,9,68
37345,North West,Sefton,A570,Major,53.63736439,-2.98455195,16,E,2005,2005-10-12,4,0,437,9,50
37345,North West,Sefton,A570,Major,53.63736439,-2.98455195,17,E,2005,2005-10-12,3,3,505,9,38
37345,North West,Sefton,A570,Major,53.63736439,-2.98455195,18,E,2005,2005-10-12,1,1,306,4,30
47741,North West,Sefton,A5036,Major,53.48201221,-2.96588092,12,E,2005,2005-06-09,3,7,948,7,165
47741,North West,Sefton,A5036,Major,53.48201221,-2.96588092,13,E,2005,2005-06-09,4,6,1060,10,163
47741,North West,Sefton,A5036,Major,53.48201221,-2.96588092,14,E,2005,2005-06-09,5,14,890,16,224
47741,North West,Sefton,A5036,Major,53.48201221,-2.96588092,15,E,2005,2005-06-09,3,3,1127,15,240
47741,North West,Sefton,A5036,Major,53.48201221,-2.96588092,16,E,2005,2005-06-09,3,26,1639,9,274
47741,North West,Sefton,A5036,Major,53.48201221,-2.96588092,17,E,2005,2005-06-09,6,31,1789,10,160
47741,North West,Sefton,A5036,Major,53.48201221,-2.96588092,18,E,2005,2005-06-09,9,19,1299,5,82
47741,North West,Sefton,A5036,Major,53.48201221,-2.96588092,7,E,2005,2005-06-09,10,10,985,8,225
47741,North West,Sefton,A5036,Major,53.48201221,-2.96588092,8,E,2005,2005-06-09,3,4,1135,13,241
47741,North West,Sefton,A5036,Major,53.48201221,-2.96588092,9,E,2005,2005-06-09,2,4,1572,9,319
47741,North West,Sefton,A5036,Major,53.48201221,-2.96588092,10,E,2005,2005-06-09,0,3,674,14,175
47741,North West,Sefton,A5036,Major,53.48201221,-2.96588092,11,E,2005,2005-06-09,2,4,725,8,132
57593,North West,Sefton,A5058,Major,53.44709562,-2.98180169,7,E,2005,2005-05-24,0,0,140,15,30
57593,North West,Sefton,A5058,Major,53.44709562,-2.98180169,8,E,2005,2005-05-24,0,0,171,16,34
57593,North West,Sefton,A5058,Major,53.44709562,-2.98180169,9,E,2005,2005-05-24,0,0,172,16,42
57593,North West,Sefton,A5058,Major,53.44709562,-2.98180169,10,E,2005,2005-05-24,0,1,235,16,50
57593,North West,Sefton,A5058,Major,53.44709562,-2.98180169,11,E,2005,2005-05-24,0,0,219,15,61
57593,North West,Sefton,A5058,Major,53.44709562,-2.98180169,12,E,2005,2005-05-24,0,2,216,21,47
57593,North West,Sefton,A5058,Major,53.44709562,-2.98180169,13,E,2005,2005-05-24,1,0,203,14,55
57593,North West,Sefton,A5058,Major,53.44709562,-2.98180169,14,E,2005,2005-05-24,1,0,252,19,77
57593,North West,Sefton,A5058,Major,53.44709562,-2.98180169,15,E,2005,2005-05-24,1,3,260,14,65
57593,North West,Sefton,A5058,Major,53.44709562,-2.98180169,16,E,2005,2005-05-24,2,3,517,13,87
57593,North West,Sefton,A5058,Major,53.44709562,-2.98180169,17,E,2005,2005-05-24,0,3,599,15,52
57593,North West,Sefton,A5058,Major,53.44709562,-2.98180169,18,E,2005,2005-05-24,2,5,259,12,25
930637,North West,Sefton,U,Minor,53.50580255,-2.980595,7,E,2005,2005-04-14,0,2,301,2,17
930637,North West,Sefton,U,Minor,53.50580255,-2.980595,8,E,2005,2005-04-14,0,0,605,12,37
930637,North West,Sefton,U,Minor,53.50580255,-2.980595,9,E,2005,2005-04-14,0,0,209,5,26
930637,North West,Sefton,U,Minor,53.50580255,-2.980595,10,E,2005,2005-04-14,1,0,64,7,12
930637,North West,Sefton,U,Minor,53.50580255,-2.980595,11,E,2005,2005-04-14,0,0,83,2,13
930637,North West,Sefton,U,Minor,53.50580255,-2.980595,12,E,2005,2005-04-14,0,0,93,1,9
930637,North West,Sefton,U,Minor,53.50580255,-2.980595,13,E,2005,2005-04-14,0,0,93,3,14
930637,North West,Sefton,U,Minor,53.50580255,-2.980595,14,E,2005,2005-04-14,0,0,105,3,22
930637,North West,Sefton,U,Minor,53.50580255,-2.980595,15,E,2005,2005-04-14,1,0,104,1,8
930637,North West,Sefton,U,Minor,53.50580255,-2.980595,16,E,2005,2005-04-14,0,2,111,4,14
930637,North West,Sefton,U,Minor,53.50580255,-2.980595,17,E,2005,2005-04-14,0,3,110,3,11
930637,North West,Sefton,U,Minor,53.50580255,-2.980595,18,E,2005,2005-04-14,4,2,101,2,7
930638,North West,Sefton,U,Minor,53.55120742,-3.07341637,12,E,2005,2005-05-04,5,0,93,4,15
930638,North West,Sefton,U,Minor,53.55120742,-3.07341637,13,E,2005,2005-05-04,0,0,80,0,22
930638,North West,Sefton,U,Minor,53.55120742,-3.07341637,14,E,2005,2005-05-04,1,0,105,2,14
930638,North West,Sefton,U,Minor,53.55120742,-3.07341637,15,E,2005,2005-05-04,3,2,137,6,14
930638,North West,Sefton,U,Minor,53.55120742,-3.07341637,16,E,2005,2005-05-04,10,0,135,3,14
930638,North West,Sefton,U,Minor,53.55120742,-3.07341637,17,E,2005,2005-05-04,3,0,184,3,12
930638,North West,Sefton,U,Minor,53.55120742,-3.07341637,18,E,2005,2005-05-04,2,2,151,2,7
930638,North West,Sefton,U,Minor,53.55120742,-3.07341637,7,E,2005,2005-05-04,3,0,128,0,8
930638,North West,Sefton,U,Minor,53.55120742,-3.07341637,8,E,2005,2005-05-04,6,0,342,3,23
930638,North West,Sefton,U,Minor,53.55120742,-3.07341637,9,E,2005,2005-05-04,3,0,121,4,13
930638,North West,Sefton,U,Minor,53.55120742,-3.07341637,10,E,2005,2005-05-04,3,0,78,3,9
930638,North West,Sefton,U,Minor,53.55120742,-3.07341637,11,E,2005,2005-05-04,8,3,102,3,20
930639,North West,Sefton,U,Minor,53.48814415,-2.96345811,7,E,2005,2005-06-21,1,0,52,1,15
930639,North West,Sefton,U,Minor,53.48814415,-2.96345811,8,E,2005,2005-06-21,6,1,125,1,11
930639,North West,Sefton,U,Minor,53.48814415,-2.96345811,9,E,2005,2005-06-21,3,0,85,1,13
930639,North West,Sefton,U,Minor,53.48814415,-2.96345811,10,E,2005,2005-06-21,2,0,59,0,7
930639,North West,Sefton,U,Minor,53.48814415,-2.96345811,11,E,2005,2005-06-21,0,1,57,0,9
930639,North West,Sefton,U,Minor,53.48814415,-2.96345811,12,E,2005,2005-06-21,2,0,62,0,5
930639,North West,Sefton,U,Minor,53.48814415,-2.96345811,13,E,2005,2005-06-21,3,2,46,0,6
930639,North West,Sefton,U,Minor,53.48814415,-2.96345811,14,E,2005,2005-06-21,4,1,54,0,9
930639,North West,Sefton,U,Minor,53.48814415,-2.96345811,15,E,2005,2005-06-21,0,1,79,1,8
930639,North West,Sefton,U,Minor,53.48814415,-2.96345811,16,E,2005,2005-06-21,3,0,125,0,9
930639,North West,Sefton,U,Minor,53.48814415,-2.96345811,17,E,2005,2005-06-21,3,1,135,0,17
930639,North West,Sefton,U,Minor,53.48814415,-2.96345811,18,E,2005,2005-06-21,0,0,100,0,11
26050,North West,Sefton,M57,Major,53.48536644,-2.92828082,7,E,2006,2006-04-28,0,15,2083,12,356
26050,North West,Sefton,M57,Major,53.48536644,-2.92828082,8,E,2006,2006-04-28,0,17,2334,8,263
26050,North West,Sefton,M57,Major,53.48536644,-2.92828082,9,E,2006,2006-04-28,0,5,1271,10,231
26050,North West,Sefton,M57,Major,53.48536644,-2.92828082,10,E,2006,2006-04-28,0,4,1056,9,136
26050,North West,Sefton,M57,Major,53.48536644,-2.92828082,11,E,2006,2006-04-28,0,4,807,8,184
26050,North West,Sefton,M57,Major,53.48536644,-2.92828082,12,E,2006,2006-04-28,0,3,943,13,233
26050,North West,Sefton,M57,Major,53.48536644,-2.92828082,13,E,2006,2006-04-28,0,5,1002,3,245
26050,North West,Sefton,M57,Major,53.48536644,-2.92828082,14,E,2006,2006-04-28,0,3,965,8,257
26050,North West,Sefton,M57,Major,53.48536644,-2.92828082,15,E,2006,2006-04-28,0,6,1014,6,368
26050,North West,Sefton,M57,Major,53.48536644,-2.92828082,16,E,2006,2006-04-28,0,7,1195,5,288
26050,North West,Sefton,M57,Major,53.48536644,-2.92828082,17,E,2006,2006-04-28,0,4,1474,4,216
26050,North West,Sefton,M57,Major,53.48536644,-2.92828082,18,E,2006,2006-04-28,0,3,1078,5,96
27884,North West,Sefton,M58,Major,53.50496302,-2.92117032,10,E,2006,2006-09-20,0,0,273,5,111
27884,North West,Sefton,M58,Major,53.50496302,-2.92117032,11,E,2006,2006-09-20,0,1,274,4,116
27884,North West,Sefton,M58,Major,53.50496302,-2.92117032,12,E,2006,2006-09-20,0,4,395,2,123
27884,North West,Sefton,M58,Major,53.50496302,-2.92117032,13,E,2006,2006-09-20,0,0,431,4,133
27884,North West,Sefton,M58,Major,53.50496302,-2.92117032,14,E,2006,2006-09-20,0,1,387,1,117
27884,North West,Sefton,M58,Major,53.50496302,-2.92117032,15,E,2006,2006-09-20,0,3,554,3,180
27884,North West,Sefton,M58,Major,53.50496302,-2.92117032,16,E,2006,2006-09-20,0,1,847,5,223
27884,North West,Sefton,M58,Major,53.50496302,-2.92117032,17,E,2006,2006-09-20,0,6,1015,3,179
27884,North West,Sefton,M58,Major,53.50496302,-2.92117032,18,E,2006,2006-09-20,0,5,675,10,75
27884,North West,Sefton,M58,Major,53.50496302,-2.92117032,7,E,2006,2006-09-20,0,2,615,3,157
27884,North West,Sefton,M58,Major,53.50496302,-2.92117032,8,E,2006,2006-09-20,0,1,789,8,128
27884,North West,Sefton,M58,Major,53.50496302,-2.92117032,9,E,2006,2006-09-20,0,0,382,13,107
57896,North West,Sefton,A5267,Major,53.65075481,-2.98486397,7,E,2006,2006-10-19,5,3,178,7,29
57896,North West,Sefton,A5267,Major,53.65075481,-2.98486397,8,E,2006,2006-10-19,10,2,312,8,81
57896,North West,Sefton,A5267,Major,53.65075481,-2.98486397,9,E,2006,2006-10-19,5,0,292,8,74
57896,North West,Sefton,A5267,Major,53.65075481,-2.98486397,10,E,2006,2006-10-19,4,2,260,8,37
57896,North West,Sefton,A5267,Major,53.65075481,-2.98486397,11,E,2006,2006-10-19,2,1,382,11,82
57896,North West,Sefton,A5267,Major,53.65075481,-2.98486397,12,E,2006,2006-10-19,7,0,399,9,91
57896,North West,Sefton,A5267,Major,53.65075481,-2.98486397,13,E,2006,2006-10-19,6,0,485,9,66
57896,North West,Sefton,A5267,Major,53.65075481,-2.98486397,14,E,2006,2006-10-19,4,2,550,5,75
57896,North West,Sefton,A5267,Major,53.65075481,-2.98486397,15,E,2006,2006-10-19,8,4,609,8,50
57896,North West,Sefton,A5267,Major,53.65075481,-2.98486397,16,E,2006,2006-10-19,6,1,617,6,60
57896,North West,Sefton,A5267,Major,53.65075481,-2.98486397,17,E,2006,2006-10-19,16,7,844,8,61
57896,North West,Sefton,A5267,Major,53.65075481,-2.98486397,18,E,2006,2006-10-19,8,3,526,4,53
930637,North West,Sefton,U,Minor,53.50580255,-2.980595,7,E,2006,2006-04-27,0,2,299,1,31
930637,North West,Sefton,U,Minor,53.50580255,-2.980595,8,E,2006,2006-04-27,0,2,530,11,25
930637,North West,Sefton,U,Minor,53.50580255,-2.980595,9,E,2006,2006-04-27,0,0,157,6,22
930637,North West,Sefton,U,Minor,53.50580255,-2.980595,10,E,2006,2006-04-27,0,1,79,4,15
930637,North West,Sefton,U,Minor,53.50580255,-2.980595,11,E,2006,2006-04-27,0,0,76,1,21
930637,North West,Sefton,U,Minor,53.50580255,-2.980595,12,E,2006,2006-04-27,1,1,99,1,10
930637,North West,Sefton,U,Minor,53.50580255,-2.980595,13,E,2006,2006-04-27,1,0,125,0,9
930637,North West,Sefton,U,Minor,53.50580255,-2.980595,14,E,2006,2006-04-27,0,0,107,4,16
930637,North West,Sefton,U,Minor,53.50580255,-2.980595,15,E,2006,2006-04-27,1,2,127,1,20
930637,North West,Sefton,U,Minor,53.50580255,-2.980595,16,E,2006,2006-04-27,1,0,125,6,21
930637,North West,Sefton,U,Minor,53.50580255,-2.980595,17,E,2006,2006-04-27,0,2,150,3,21
930637,North West,Sefton,U,Minor,53.50580255,-2.980595,18,E,2006,2006-04-27,3,1,106,0,12
930638,North West,Sefton,U,Minor,53.55120742,-3.07341637,7,E,2006,2006-05-10,5,0,161,3,7
930638,North West,Sefton,U,Minor,53.55120742,-3.07341637,8,E,2006,2006-05-10,1,2,319,7,18
930638,North West,Sefton,U,Minor,53.55120742,-3.07341637,9,E,2006,2006-05-10,4,2,138,3,11
930638,North West,Sefton,U,Minor,53.55120742,-3.07341637,10,E,2006,2006-05-10,2,2,110,3,12
930638,North West,Sefton,U,Minor,53.55120742,-3.07341637,11,E,2006,2006-05-10,6,0,116,4,13
930638,North West,Sefton,U,Minor,53.55120742,-3.07341637,12,E,2006,2006-05-10,4,2,100,4,18
930638,North West,Sefton,U,Minor,53.55120742,-3.07341637,13,E,2006,2006-05-10,3,0,67,3,10
930638,North West,Sefton,U,Minor,53.55120742,-3.07341637,14,E,2006,2006-05-10,2,0,79,4,16
930638,North West,Sefton,U,Minor,53.55120742,-3.07341637,15,E,2006,2006-05-10,4,0,204,5,13
930638,North West,Sefton,U,Minor,53.55120742,-3.07341637,16,E,2006,2006-05-10,4,1,121,4,15
930638,North West,Sefton,U,Minor,53.55120742,-3.07341637,17,E,2006,2006-05-10,4,0,128,4,7
930638,North West,Sefton,U,Minor,53.55120742,-3.07341637,18,E,2006,2006-05-10,6,3,135,3,3
930639,North West,Sefton,U,Minor,53.48814415,-2.96345811,7,E,2006,2006-06-27,0,0,67,1,22
930639,North West,Sefton,U,Minor,53.48814415,-2.96345811,8,E,2006,2006-06-27,1,0,132,2,15
930639,North West,Sefton,U,Minor,53.48814415,-2.96345811,9,E,2006,2006-06-27,2,0,77,0,10
930639,North West,Sefton,U,Minor,53.48814415,-2.96345811,10,E,2006,2006-06-27,2,0,54,2,6
930639,North West,Sefton,U,Minor,53.48814415,-2.96345811,11,E,2006,2006-06-27,1,0,67,0,11
930639,North West,Sefton,U,Minor,53.48814415,-2.96345811,12,E,2006,2006-06-27,0,0,84,0,10
930639,North West,Sefton,U,Minor,53.48814415,-2.96345811,13,E,2006,2006-06-27,0,0,63,0,14
930639,North West,Sefton,U,Minor,53.48814415,-2.96345811,14,E,2006,2006-06-27,1,0,71,1,9
930639,North West,Sefton,U,Minor,53.48814415,-2.96345811,15,E,2006,2006-06-27,1,0,126,1,18
930639,North West,Sefton,U,Minor,53.48814415,-2.96345811,16,E,2006,2006-06-27,2,0,152,0,11
930639,North West,Sefton,U,Minor,53.48814415,-2.96345811,17,E,2006,2006-06-27,2,0,179,0,16
930639,North West,Sefton,U,Minor,53.48814415,-2.96345811,18,E,2006,2006-06-27,1,0,86,0,7
941379,North West,Sefton,U,Minor,53.56629336,-3.07009907,7,E,2006,2006-07-06,4,0,60,4,5
941379,North West,Sefton,U,Minor,53.56629336,-3.07009907,8,E,2006,2006-07-06,3,0,138,3,10
941379,North West,Sefton,U,Minor,53.56629336,-3.07009907,9,E,2006,2006-07-06,3,0,116,2,12
941379,North West,Sefton,U,Minor,53.56629336,-3.07009907,10,E,2006,2006-07-06,2,0,117,3,14
941379,North West,Sefton,U,Minor,53.56629336,-3.07009907,11,E,2006,2006-07-06,1,1,98,11,17
941379,North West,Sefton,U,Minor,53.56629336,-3.07009907,12,E,2006,2006-07-06,3,0,89,2,14
941379,North West,Sefton,U,Minor,53.56629336,-3.07009907,13,E,2006,2006-07-06,4,1,119,2,11
941379,North West,Sefton,U,Minor,53.56629336,-3.07009907,14,E,2006,2006-07-06,2,1,119,12,14
941379,North West,Sefton,U,Minor,53.56629336,-3.07009907,15,E,2006,2006-07-06,7,1,172,7,22
941379,North West,Sefton,U,Minor,53.56629336,-3.07009907,16,E,2006,2006-07-06,5,0,210,6,20
941379,North West,Sefton,U,Minor,53.56629336,-3.07009907,17,E,2006,2006-07-06,7,1,166,3,12
941379,North West,Sefton,U,Minor,53.56629336,-3.07009907,18,E,2006,2006-07-06,0,0,141,3,14
47741,North West,Sefton,A5036,Major,53.48201221,-2.96588092,7,E,2007,2007-05-23,1,0,724,7,97
47741,North West,Sefton,A5036,Major,53.48201221,-2.96588092,8,E,2007,2007-05-23,3,6,1386,12,246
47741,North West,Sefton,A5036,Major,53.48201221,-2.96588092,9,E,2007,2007-05-23,4,2,939,3,204
47741,North West,Sefton,A5036,Major,53.48201221,-2.96588092,10,E,2007,2007-05-23,6,7,832,11,249
47741,North West,Sefton,A5036,Major,53.48201221,-2.96588092,11,E,2007,2007-05-23,6,2,809,6,238
47741,North West,Sefton,A5036,Major,53.48201221,-2.96588092,12,E,2007,2007-05-23,5,6,821,3,159
47741,North West,Sefton,A5036,Major,53.48201221,-2.96588092,13,E,2007,2007-05-23,4,6,879,13,167
47741,North West,Sefton,A5036,Major,53.48201221,-2.96588092,14,E,2007,2007-05-23,2,6,876,21,238
47741,North West,Sefton,A5036,Major,53.48201221,-2.96588092,15,E,2007,2007-05-23,3,8,1159,12,247
47741,North West,Sefton,A5036,Major,53.48201221,-2.96588092,16,E,2007,2007-05-23,7,11,1570,27,284
47741,North West,Sefton,A5036,Major,53.48201221,-2.96588092,17,E,2007,2007-05-23,6,23,1642,8,142
47741,North West,Sefton,A5036,Major,53.48201221,-2.96588092,18,E,2007,2007-05-23,6,14,1161,9,91
57918,North West,Sefton,A5058,Major,53.44446833,-2.99514103,7,E,2007,2007-05-17,0,0,104,4,20
57918,North West,Sefton,A5058,Major,53.44446833,-2.99514103,8,E,2007,2007-05-17,0,0,178,4,24
57918,North West,Sefton,A5058,Major,53.44446833,-2.99514103,9,E,2007,2007-05-17,0,3,192,7,45
57918,North West,Sefton,A5058,Major,53.44446833,-2.99514103,10,E,2007,2007-05-17,1,0,127,4,57
57918,North West,Sefton,A5058,Major,53.44446833,-2.99514103,11,E,2007,2007-05-17,1,1,148,7,53
57918,North West,Sefton,A5058,Major,53.44446833,-2.99514103,12,E,2007,2007-05-17,0,1,155,4,48
57918,North West,Sefton,A5058,Major,53.44446833,-2.99514103,13,E,2007,2007-05-17,0,3,160,12,75
57918,North West,Sefton,A5058,Major,53.44446833,-2.99514103,14,E,2007,2007-05-17,1,5,183,9,66
57918,North West,Sefton,A5058,Major,53.44446833,-2.99514103,15,E,2007,2007-05-17,0,1,194,5,74
57918,North West,Sefton,A5058,Major,53.44446833,-2.99514103,16,E,2007,2007-05-17,4,2,353,10,81
57918,North West,Sefton,A5058,Major,53.44446833,-2.99514103,17,E,2007,2007-05-17,0,2,495,10,53
57918,North West,Sefton,A5058,Major,53.44446833,-2.99514103,18,E,2007,2007-05-17,6,3,207,6,36
930637,North West,Sefton,U,Minor,53.50580255,-2.980595,7,E,2007,2007-04-26,3,2,327,1,25
930637,North West,Sefton,U,Minor,53.50580255,-2.980595,8,E,2007,2007-04-26,3,3,551,10,28
930637,North West,Sefton,U,Minor,53.50580255,-2.980595,9,E,2007,2007-04-26,1,0,167,7,21
930637,North West,Sefton,U,Minor,53.50580255,-2.980595,10,E,2007,2007-04-26,1,0,89,3,26
930637,North West,Sefton,U,Minor,53.50580255,-2.980595,11,E,2007,2007-04-26,2,0,80,1,14
930637,North West,Sefton,U,Minor,53.50580255,-2.980595,12,E,2007,2007-04-26,0,1,82,2,19
930637,North West,Sefton,U,Minor,53.50580255,-2.980595,13,E,2007,2007-04-26,2,0,107,1,11
930637,North West,Sefton,U,Minor,53.50580255,-2.980595,14,E,2007,2007-04-26,0,2,124,1,14
930637,North West,Sefton,U,Minor,53.50580255,-2.980595,15,E,2007,2007-04-26,0,2,144,2,26
930637,North West,Sefton,U,Minor,53.50580255,-2.980595,16,E,2007,2007-04-26,1,1,156,3,35
930637,North West,Sefton,U,Minor,53.50580255,-2.980595,17,E,2007,2007-04-26,0,0,159,2,29
930637,North West,Sefton,U,Minor,53.50580255,-2.980595,18,E,2007,2007-04-26,2,0,113,0,10
930638,North West,Sefton,U,Minor,53.55120742,-3.07341637,7,E,2007,2007-05-09,1,1,153,1,7
930638,North West,Sefton,U,Minor,53.55120742,-3.07341637,8,E,2007,2007-05-09,9,0,383,4,16
930638,North West,Sefton,U,Minor,53.55120742,-3.07341637,9,E,2007,2007-05-09,8,1,129,2,11
930638,North West,Sefton,U,Minor,53.55120742,-3.07341637,10,E,2007,2007-05-09,1,0,105,1,10
930638,North West,Sefton,U,Minor,53.55120742,-3.07341637,11,E,2007,2007-05-09,1,1,120,2,10
930638,North West,Sefton,U,Minor,53.55120742,-3.07341637,12,E,2007,2007-05-09,5,0,101,3,10
930638,North West,Sefton,U,Minor,53.55120742,-3.07341637,13,E,2007,2007-05-09,7,1,84,2,13
930638,North West,Sefton,U,Minor,53.55120742,-3.07341637,14,E,2007,2007-05-09,2,1,108,4,5
930638,North West,Sefton,U,Minor,53.55120742,-3.07341637,15,E,2007,2007-05-09,11,1,208,4,13
930638,North West,Sefton,U,Minor,53.55120742,-3.07341637,16,E,2007,2007-05-09,5,0,150,5,13
930638,North West,Sefton,U,Minor,53.55120742,-3.07341637,17,E,2007,2007-05-09,8,0,140,1,12
930638,North West,Sefton,U,Minor,53.55120742,-3.07341637,18,E,2007,2007-05-09,0,0,102,1,6
930639,North West,Sefton,U,Minor,53.48814415,-2.96345811,7,E,2007,2007-06-26,2,0,60,0,14
930639,North West,Sefton,U,Minor,53.48814415,-2.96345811,8,E,2007,2007-06-26,8,1,93,1,9
930639,North West,Sefton,U,Minor,53.48814415,-2.96345811,9,E,2007,2007-06-26,0,0,75,3,12
930639,North West,Sefton,U,Minor,53.48814415,-2.96345811,10,E,2007,2007-06-26,1,0,69,0,10
930639,North West,Sefton,U,Minor,53.48814415,-2.96345811,11,E,2007,2007-06-26,1,0,67,0,8
930639,North West,Sefton,U,Minor,53.48814415,-2.96345811,12,E,2007,2007-06-26,3,0,77,0,10
930639,North West,Sefton,U,Minor,53.48814415,-2.96345811,13,E,2007,2007-06-26,1,0,62,0,9
930639,North West,Sefton,U,Minor,53.48814415,-2.96345811,14,E,2007,2007-06-26,1,1,66,0,9
930639,North West,Sefton,U,Minor,53.48814415,-2.96345811,15,E,2007,2007-06-26,4,1,110,3,14
930639,North West,Sefton,U,Minor,53.48814415,-2.96345811,16,E,2007,2007-06-26,2,1,130,0,13
930639,North West,Sefton,U,Minor,53.48814415,-2.96345811,17,E,2007,2007-06-26,3,0,122,0,20
930639,North West,Sefton,U,Minor,53.48814415,-2.96345811,18,E,2007,2007-06-26,4,1,89,0,8
962966,North West,Sefton,U,Minor,53.65457519,-2.9683091,7,E,2007,2007-07-12,4,0,55,0,4
962966,North West,Sefton,U,Minor,53.65457519,-2.9683091,8,E,2007,2007-07-12,8,0,60,1,9
962966,North West,Sefton,U,Minor,53.65457519,-2.9683091,9,E,2007,2007-07-12,1,0,50,0,6
962966,North West,Sefton,U,Minor,53.65457519,-2.9683091,10,E,2007,2007-07-12,0,0,45,0,10
962966,North West,Sefton,U,Minor,53.65457519,-2.9683091,11,E,2007,2007-07-12,0,0,47,0,9
962966,North West,Sefton,U,Minor,53.65457519,-2.9683091,12,E,2007,2007-07-12,3,0,68,0,7
962966,North West,Sefton,U,Minor,53.65457519,-2.9683091,13,E,2007,2007-07-12,1,0,55,0,6
962966,North West,Sefton,U,Minor,53.65457519,-2.9683091,14,E,2007,2007-07-12,0,0,40,0,9
962966,North West,Sefton,U,Minor,53.65457519,-2.9683091,15,E,2007,2007-07-12,1,0,62,1,4
962966,North West,Sefton,U,Minor,53.65457519,-2.9683091,16,E,2007,2007-07-12,0,0,74,1,7
962966,North West,Sefton,U,Minor,53.65457519,-2.9683091,17,E,2007,2007-07-12,2,1,87,1,15
962966,North West,Sefton,U,Minor,53.65457519,-2.9683091,18,E,2007,2007-07-12,0,0,58,0,3
17234,North West,Sefton,A565,Major,53.5370719,-3.04559663,7,E,2008,2008-06-26,0,15,1551,11,169
17234,North West,Sefton,A565,Major,53.5370719,-3.04559663,8,E,2008,2008-06-26,0,18,1674,16,190
17234,North West,Sefton,A565,Major,53.5370719,-3.04559663,9,E,2008,2008-06-26,0,9,1024,8,112
17234,North West,Sefton,A565,Major,53.5370719,-3.04559663,10,E,2008,2008-06-26,0,4,752,11,125
